,datestring,average_exhaustion,average_sA,average_percent_extracted_per_point,pB
3256,20130617,53.30302932923557,0.20027378034333854,0.78740157480315,1.7919999999999998
3257,20130618,58.963152968712066,0.2024023943549356,0.3952569169960466,1.534
3258,20130619,57.22973391872709,0.20154086008670732,0.4149377593360996,1.527
3259,20130620,53.85592997304067,0.1989505959125288,0.4629629629629626,1.6130000000000002
3260,20130625,60.4240660722914,0.19560647237709708,0.4484304932735432,1.592
3261,20130626,60.122217106446925,0.19299051500413966,0.40160642570281097,1.172
3262,20130627,57.84091144852867,0.19465171618561372,0.3937007874015758,1.785
3263,20130628,57.52674548057642,0.19058551475668856,0.431034482758622,2.068
3264,20130629,58.95270739799261,0.19743457314862065,0.4830917874396137,1.786
3265,20130630,60.074539707885684,0.2009758385421581,0.4545454545454557,1.866
3266,20130701,57.20226425873172,0.19642240438413594,0.4255319148936169,1.773
3267,20130702,58.60442699504922,0.1960569421150198,0.4032258064516119,1.915
3268,20130703,59.0009069820288,0.195546173506542,0.43859649122806976,1.7
3269,20130709,55.99604304454797,0.19390099250042991,0.5263157894736836,1.686
3270,20130710,59.612519461527576,0.1946424627872273,0.4464285714285722,1.664
3271,20130711,62.100325675695345,0.1984324364821073,0.408163265306124,2.164
3272,20130712,61.74491060142589,0.19647923321313526,0.3937007874015741,1.907
3273,20130713,55.68267614276766,0.1942479056982826,0.4273504273504265,1.732
3274,20130714,64.23120945055933,0.19115625304504055,0.393700787401575,1.754
3275,20130715,60.551623176345394,0.19555786916581908,0.4032258064516143,2.043
3276,20130716,57.766316351424244,0.19296654840306388,0.4255319148936168,1.823
3277,20130717,57.28948158480317,0.19679415932473726,0.4504504504504514,1.727
3278,20130718,60.18100275195278,0.2019972017303392,0.6060606060606056,1.809
3279,20130723,61.53912044351633,0.19940565008666028,0.4201680672268898,1.926
3280,20130724,59.25929437926892,0.19663076936444435,0.4000000000000009,1.797
3281,20130725,58.20810081900418,0.201330283923992,0.4201680672268912,1.736
3282,20130726,53.29956106746304,0.2006261483051792,0.4464285714285721,1.955
3283,20130726,53.29956106746304,0.2006261483051792,0.4464285714285721,1.955
3284,20130727,57.37438033635861,0.2059578385435116,0.448430493273542,1.877
3285,20130728,60.97641706298414,0.1920673288609599,0.4149377593361,2.039
3286,20130729,59.005439006844355,0.1974483014250314,0.4273504273504272,1.793
3287,20130730,61.725397186661574,0.20402880620434244,0.5649717514124286,1.589
3288,20130731,53.36894750777945,0.2062679362947,0.7092198581560297,1.804
3289,20130806,53.3854232433611,0.2006051694180485,0.5434782608695661,1.662
3290,20130807,58.39518038845461,0.1948434940478458,0.4329004329004327,1.783
3291,20130808,59.710644970191716,0.19121934426678988,0.4444444444444446,1.992
3292,20130809,56.01451028235412,0.19617620994227167,0.4115226337448564,1.886
3293,20130810,57.687781499200135,0.19753534243199328,0.4385964912280706,1.64
3294,20130811,61.151869629742784,0.19786659344351645,0.41322314049586795,1.705
3295,20130812,57.97125420569557,0.19825889434926625,0.4201680672268918,1.847
3296,20130813,62.8364132622303,0.19826276301024254,0.4032258064516144,1.703
3297,20130814,61.673670996217794,0.2011314172646267,0.4065040650406504,2.094
